date,btc_equity_raw,btc_return,btc_active,btc_score,btc_direction,btc_active_trades,qqq_equity_raw,qqq_return,qqq_active,qqq_candidate_active,qqq_score,position,entry_type,vix_label,ixic_trend_label,rel_strength_label,btc_equity,qqq_equity,selected_strategy,decision_reason,router_return,router_equity,switched,btc_score,qqq_score,btc_active,qqq_active
2026-03-04 00:00:00+00:00,1000.0,0.0,True,98.0,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,1000.0,1000.0,BTC,best_route_score,0.0,999.0,True,98.0,0.0,True,False
2026-03-05 00:00:00+00:00,965.518,-0.03448200000000001,True,98.0,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,965.518,1000.0,BTC,best_route_score,-0.03448200000000001,964.5524819999999,False,98.0,0.0,True,False
2026-03-06 00:00:00+00:00,965.518,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,965.518,1000.0,CASH,no_eligible_candidates,0.0,963.5879295179999,True,0.0,0.0,False,False
2026-03-07 00:00:00+00:00,965.518,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,965.518,1000.0,CASH,no_eligible_candidates,0.0,963.5879295179999,False,0.0,0.0,False,False
2026-03-08 00:00:00+00:00,965.518,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,965.518,1000.0,CASH,no_eligible_candidates,0.0,963.5879295179999,False,0.0,0.0,False,False
2026-03-09 00:00:00+00:00,965.518,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,965.518,1000.0,CASH,no_eligible_candidates,0.0,963.5879295179999,False,0.0,0.0,False,False
2026-03-10 00:00:00+00:00,965.518,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,965.518,1000.0,CASH,no_eligible_candidates,0.0,963.5879295179999,False,0.0,0.0,False,False
2026-03-11 00:00:00+00:00,965.518,0.0,True,112.2,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,965.518,1000.0,BTC,best_route_score,0.0,962.6243415884819,True,112.2,0.0,True,False
2026-03-12 00:00:00+00:00,935.419907386,-0.031173000000000006,True,112.2,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,935.419907386,1000.0,BTC,best_route_score,-0.031173000000000006,932.6164529881441,False,112.2,0.0,True,False
2026-03-13 00:00:00+00:00,978.3107809794628,0.045852000000000004,True,119.8,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,978.3107809794628,1000.0,BTC,best_route_score,0.045852000000000004,975.3787825905565,False,119.8,0.0,True,False
2026-03-14 00:00:00+00:00,978.3107809794628,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,978.3107809794628,1000.0,CASH,no_eligible_candidates,0.0,974.4034038079659,True,0.0,0.0,False,False
2026-03-15 00:00:00+00:00,978.3107809794628,0.0,True,113.2,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,978.3107809794628,1000.0,BTC,best_route_score,0.0,973.4290004041579,True,113.2,0.0,True,False
2026-03-16 00:00:00+00:00,1049.2196033850985,-0.0030000000000000027,True,97.4,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,975.3758486365244,1000.0,BTC,best_route_score,-0.0030000000000000027,970.5087134029454,False,97.4,0.0,True,False
2026-03-17 00:00:00+00:00,1095.7021302542653,0.044302000000000064,True,126.8,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,1018.5869494828199,1000.0,BTC,best_route_score,0.044302000000000064,1013.5041904241227,False,126.8,0.0,True,False
2026-03-18 00:00:00+00:00,1054.7612201573147,-0.03736499999999998,True,115.2,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,BTC,best_route_score,-0.03736499999999998,975.6346063489254,False,115.2,0.0,True,False
2026-03-19 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,True,0.0,0.0,False,False
2026-03-20 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-21 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-22 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-23 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-24 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-25 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-26 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-27 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-28 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-29 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-30 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-03-31 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-04-01 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-04-02 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-04-03 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-04-04 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-04-05 00:00:00+00:00,1054.7612201573147,0.0,False,0.0,,0,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,980.5274481153943,1000.0,CASH,no_eligible_candidates,0.0,974.6589717425766,False,0.0,0.0,False,False
2026-04-06 00:00:00+00:00,1026.3902528575234,-0.026897999999999866,True,97.7,BULL,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,954.1532208159866,1000.0,BTC,best_route_score,-0.026897999999999866,947.4941521259243,True,97.7,0.0,True,False
2026-04-07 00:00:00+00:00,931.3885974432839,-0.09255900000000006,True,60.0,BEAR,1,1000.0,0.0,False,False,0.0,CASH,leveraged_contract,,,,865.8377528504797,1000.0,BTC,best_route_score,-0.09255900000000006,859.7950408993008,False,60.0,0.0,True,False
