date,btc_equity_raw,btc_return,btc_active,btc_score,btc_direction,btc_active_trades,qqq_equity_raw,qqq_return,qqq_active,qqq_score,position,entry_type,vix_label,ixic_trend_label,rel_strength_label,risk_cash_day,risk_capped_day,avg_leverage_when_active,btc_equity,qqq_equity,selected_strategy,decision_reason,router_return,router_equity,switched
2022-01-03 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-04 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-05 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-06 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-07 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-10 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-11 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-12 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-13 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-14 00:00:00+00:00,1000.0,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-18 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-19 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-20 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-21 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-24 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-25 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-26 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-27 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-28 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-01-31 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-02-01 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-02-02 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-02-03 00:00:00+00:00,1055.066,0.0,False,0.0,,0,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,CASH,no_eligible_candidates,0.0,1000.0,False
2022-02-04 00:00:00+00:00,1055.066,0.0,True,123.65,BULL,1,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1000.0,1000.0,BTC,best_route_score,0.0,999.0,True
2022-02-07 00:00:00+00:00,1593.809114318519,0.35310700000000006,True,141.45,BULL,1,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1353.107,1000.0,BTC,hold_current_no_challenger,0.35310700000000006,1351.753893,False
2022-02-08 00:00:00+00:00,1896.4511518000054,0.189886,True,118.95,BULL,1,1000.0,0.0,False,0.0,CASH,leveraged_contract,,,,False,False,0.0,1610.0430758020002,1000.0,BTC,hold_current_no_challenger,0.189886,1608.433032726198,False
